,REGIONC,UR,KWH
7876,3,1,7
7877,1,1,3
7878,2,1,9
7879,3,2,10
7880,4,1,4
7881,4,1,12
7882,1,1,4
7883,1,1,9
7884,4,1,14
7885,2,1,13
7886,3,1,3
7887,1,1,9
7888,2,1,7
7889,2,1,4
7890,4,1,2
7891,4,1,2
7892,3,1,14
7893,4,1,7
7894,3,1,19
7895,4,1,21
7896,3,1,24
7897,1,1,6
7898,2,2,10
7899,1,1,12
7900,2,1,9
7901,2,2,15
7902,3,2,11
7903,3,1,12
7904,2,1,5
7905,3,2,0
7906,2,1,0
7907,4,1,11
7908,1,1,2
7909,1,1,2
7910,3,1,26
7911,2,2,26
7912,1,1,3
7913,4,1,3
7914,4,1,6
7915,4,1,5
7916,3,2,11
7917,3,1,13
7918,2,1,19
7919,3,1,17
7920,4,1,9
7921,4,1,2
7922,2,2,16
7923,2,1,10
7924,1,2,6
7925,2,1,13
7926,4,1,4
7927,4,1,10
7928,2,2,10
7929,3,1,9
7930,2,2,6
7931,4,1,11
7932,3,1,4
7933,3,1,3
7934,2,2,6
7935,4,1,2
7936,3,1,8
7937,1,1,14
7938,2,1,2
7939,4,2,6
7940,3,1,22
7941,4,1,4
7942,2,1,43
7943,2,2,8
7944,1,1,11
7945,4,1,7
7946,3,2,13
7947,4,1,13
7948,3,1,12
7949,2,2,24
7950,1,1,3
7951,3,1,15
7952,4,1,11
7953,3,1,8
7954,3,1,12
7955,2,1,11
7956,1,1,18
7957,1,1,3
7958,4,1,13
7959,3,1,6
7960,3,1,27
7961,2,1,18
7962,2,2,37
7963,3,1,13
7964,4,1,8
7965,2,1,13
7966,2,1,7
7967,4,1,6
7968,3,2,11
7969,3,1,21
7970,3,1,14
7971,3,2,6
7972,1,1,12
7973,3,2,17
7974,4,1,6
7975,3,1,11
7976,2,1,2
7977,2,1,9
7978,1,1,5
7979,1,1,3
7980,3,1,15
7981,4,1,3
7982,1,1,7
7983,2,1,9
7984,4,1,7
7985,2,1,15
7986,1,1,7
7987,4,1,5
7988,3,2,11
7989,4,1,4
7990,4,1,12
7991,3,2,13
7992,1,1,5
7993,3,1,20
7994,2,1,11
7995,2,2,11
7996,4,1,9
7997,1,1,5
7998,4,1,10
7999,3,2,36
8000,2,1,7
8001,2,1,10
8002,4,1,20
8003,2,1,3
8004,4,1,7
8005,2,1,12
8006,1,1,13
8007,1,1,20
8008,3,1,15
8009,3,1,11
8010,2,1,6
8011,4,1,4
8012,4,2,8
8013,3,1,12
8014,1,1,3
8015,2,1,9
8016,4,1,7
8017,4,1,9
8018,2,1,7
8019,1,1,3
8020,2,2,8
8021,2,1,18
8022,2,1,12
8023,4,1,3
8024,1,1,10
8025,3,2,11
8026,3,1,17
8027,2,1,13
8028,2,1,7
8029,1,1,2
8030,3,2,17
8031,2,2,7
8032,3,1,7
8033,2,1,6
8034,2,2,9
8035,1,2,6
8036,2,2,20
8037,2,1,8
8038,3,2,19
8039,2,1,11
8040,2,2,8
8041,3,1,15
8042,2,1,7
8043,2,2,12
8044,3,1,1
8045,2,1,24
8046,3,1,16
8047,3,1,16
8048,3,1,9
8049,3,1,4
8050,4,1,2
8051,2,1,3
8052,1,1,4
8053,2,2,9
8054,4,1,3
8055,1,1,3
8056,2,2,18
8057,3,1,7
8058,3,1,10
8059,2,1,4
8060,4,1,2
8061,1,1,10
8062,3,2,24
8063,1,1,6
8064,4,1,14
8065,3,1,13
8066,1,1,0
8067,2,1,18
8068,4,1,9
8069,3,2,21
8070,3,1,14
8071,2,1,15
8072,2,2,13
8073,3,2,7
8074,2,1,9
8075,3,1,7
8076,4,1,10
8077,3,1,12
8078,4,1,10
8079,3,2,13
8080,1,2,6
8081,3,1,21
8082,4,1,16
8083,1,1,10
8084,4,1,14
8085,2,1,17
8086,3,1,21
8087,2,2,11
8088,3,1,17
8089,4,1,2
8090,3,1,12
8091,3,1,12
8092,3,1,13
8093,3,2,19
8094,2,1,14
8095,3,1,6
8096,4,1,4
8097,4,1,4
8098,1,1,4
8099,4,1,2
8100,4,1,13
8101,4,1,9
8102,2,1,10
8103,3,2,16
8104,4,1,17
8105,3,2,23
8106,1,1,5
8107,2,1,13
8108,1,1,1
8109,1,1,6
8110,2,2,11
8111,4,2,77
8112,3,1,20
8113,1,1,2
8114,2,1,6
8115,3,1,10
8116,4,1,1
8117,4,2,9
8118,3,1,10
8119,1,1,2
8120,3,2,17
8121,3,1,9
8122,2,1,2
8123,3,2,19
8124,2,1,33
8125,2,1,9
8126,3,2,10
8127,4,1,3
8128,4,1,4
8129,2,1,5
8130,3,1,18
8131,4,1,4
8132,1,2,12
8133,2,2,11
8134,4,1,4
8135,4,1,9
8136,2,1,14
8137,2,1,9
8138,2,2,23
8139,3,1,15
8140,2,1,4
8141,4,1,2
8142,3,2,15
8143,2,2,13
8144,4,1,13
8145,3,2,31
8146,2,2,7
8147,2,1,15
8148,3,2,20
8149,2,2,22
8150,3,1,13
8151,3,2,13
8152,1,1,14
8153,4,1,4
8154,3,2,19
8155,3,2,16
8156,3,1,24
8157,1,1,3
8158,3,1,3
8159,4,1,6
8160,3,2,20
8161,3,2,15
8162,1,1,3
8163,2,1,3
8164,3,1,25
8165,3,1,10
8166,2,2,1
8167,2,1,10
8168,1,1,6
8169,2,1,13
8170,4,1,2
8171,3,1,28
8172,3,1,13
8173,3,1,13
8174,4,1,3
8175,2,1,9
8176,3,1,14
8177,3,1,23
8178,3,2,2
8179,1,2,6
8180,2,1,20
8181,3,1,17
8182,1,2,8
8183,4,1,7
8184,1,1,6
8185,1,1,7
8186,4,1,3
8187,3,1,8
8188,4,1,3
8189,1,1,6
8190,3,1,22
8191,1,1,19
8192,2,1,2
8193,3,1,26
8194,1,1,11
8195,2,1,11
8196,1,1,3
8197,4,1,6
8198,2,2,11
8199,3,2,21
8200,1,2,7
8201,3,1,14
8202,2,1,7
8203,2,1,19
8204,3,1,7
8205,4,1,4
8206,1,2,3
8207,1,1,4
8208,2,1,8
8209,4,1,18
8210,3,1,7
8211,3,1,12
8212,2,1,15
8213,3,2,18
8214,2,1,2
8215,2,1,6
8216,4,1,6
8217,4,1,1
8218,4,1,9
8219,2,1,20
8220,1,1,1
8221,1,1,8
8222,2,1,43
8223,4,1,4
8224,4,1,6
8225,3,2,20
8226,4,1,17
8227,2,1,2
8228,2,1,7
8229,3,1,12
8230,1,1,11
8231,3,1,14
8232,1,1,9
8233,1,1,8
8234,3,2,24
8235,4,1,8
8236,4,1,1
8237,4,1,2
8238,1,1,6
8239,2,1,9
8240,2,1,10
8241,4,1,19
8242,2,2,5
8243,3,2,9
8244,4,1,2
8245,4,1,14
8246,4,2,41
8247,3,1,8
8248,2,1,8
8249,1,1,4
8250,3,1,2
8251,3,2,20
8252,1,1,10
8253,2,2,14
8254,4,1,4
8255,2,1,7
8256,2,1,6
8257,4,1,3
8258,3,1,20
8259,3,1,7
8260,1,1,9
8261,1,1,4
8262,2,1,11
8263,3,1,15
8264,2,1,5
8265,3,1,15
8266,2,2,23
8267,2,1,12
8268,4,1,2
8269,3,1,14
8270,2,1,2
8271,3,1,20
8272,3,1,10
8273,2,1,5
8274,3,1,12
8275,1,1,4
8276,4,1,23
8277,2,2,8
8278,3,2,11
8279,1,1,9
8280,4,2,31
8281,4,1,1
8282,3,1,28
8283,1,1,2
8284,3,1,9
8285,4,1,5
8286,3,1,12
8287,4,1,11
8288,1,1,7
8289,4,1,5
8290,4,1,10
8291,4,2,4
8292,3,1,18
8293,4,1,7
8294,1,1,8
8295,1,2,9
8296,2,1,6
8297,4,2,11
8298,2,1,4
8299,2,1,4
8300,1,1,3
8301,1,1,1
8302,3,1,9
8303,1,1,5
8304,1,1,8
8305,3,1,6
8306,2,1,4
8307,1,1,2
8308,4,1,14
8309,3,2,20
8310,1,1,6
8311,4,1,18
8312,3,1,10
8313,3,1,8
8314,1,1,8
8315,2,2,13
8316,4,1,7
8317,2,1,14
8318,4,2,8
8319,4,1,14
8320,4,1,1
8321,3,2,15
8322,3,1,11
8323,1,2,11
8324,4,1,7
8325,3,1,13
8326,1,1,7
8327,4,1,22
8328,3,1,8
8329,2,1,3
8330,1,1,2
8331,3,1,16
8332,2,1,25
8333,4,1,3
8334,2,1,13
8335,2,2,9
8336,2,1,7
8337,4,1,19
8338,3,1,8
8339,3,1,6
8340,2,1,5
8341,1,1,1
8342,1,1,9
8343,4,1,21
8344,1,1,3
8345,3,2,14
8346,2,1,13
8347,2,1,4
8348,3,1,24
8349,3,1,9
8350,1,1,8
8351,2,1,14
8352,3,1,18
8353,3,1,17
8354,3,1,13
8355,2,2,7
8356,3,1,4
8357,2,1,8
8358,4,1,5
8359,2,2,10
8360,4,2,10
8361,3,1,5
8362,2,1,11
8363,3,2,22
8364,4,1,6
8365,2,1,8
8366,2,1,8
8367,4,1,11
8368,4,1,5
8369,3,1,10
8370,2,2,10
8371,1,1,22
8372,2,1,18
8373,4,1,18
8374,3,1,12
8375,1,1,12
8376,4,1,10
8377,3,1,12
8378,4,1,10
8379,2,2,29
8380,4,1,10
8381,2,2,32
8382,3,1,17
8383,3,1,10
8384,3,1,17
8385,3,2,18
8386,2,1,11
8387,2,1,3
8388,3,1,12
8389,4,1,4
8390,3,1,4
8391,2,1,15
8392,1,1,13
8393,3,1,13
8394,4,1,2
8395,2,2,14
8396,1,1,2
8397,2,1,6
8398,3,2,12
8399,3,2,20
8400,4,1,4
8401,2,1,5
8402,2,1,8
8403,3,2,28
8404,4,1,7
8405,2,1,16
8406,4,1,4
8407,4,1,6
8408,3,1,10
8409,1,1,8
8410,3,1,11
8411,3,1,10
8412,1,1,8
8413,3,1,6
8414,3,1,17
8415,2,1,12
8416,4,1,7
8417,3,1,27
8418,2,2,12
8419,1,1,2
8420,3,1,10
8421,1,1,4
8422,1,1,2
8423,4,1,6
8424,1,1,4
8425,3,2,16
8426,4,1,5
8427,3,2,47
8428,2,1,5
8429,1,1,6
8430,3,1,8
8431,4,1,10
8432,4,1,1
8433,2,1,1
8434,1,2,17
8435,1,1,3
8436,1,1,16
8437,1,1,3
8438,4,1,9
8439,3,1,7
8440,2,1,9
8441,2,1,13
8442,3,1,6
8443,3,1,11
8444,4,1,24
8445,1,1,10
8446,2,1,12
8447,3,1,8
8448,3,2,10
8449,4,1,5
8450,3,1,7
8451,3,1,16
8452,1,1,7
8453,2,1,8
8454,1,1,7
8455,2,1,5
8456,4,1,6
8457,3,1,3
8458,3,1,5
8459,1,1,3
8460,2,1,14
8461,2,1,4
8462,3,2,7
8463,3,1,7
8464,4,1,13
8465,2,2,21
8466,4,1,5
8467,3,1,10
8468,1,2,15
8469,4,1,3
8470,4,1,3
8471,3,2,8
8472,4,1,4
8473,4,1,6
8474,3,1,17
8475,4,1,12
8476,4,1,9
8477,3,1,5
8478,2,1,23
8479,2,1,2
8480,4,1,6
8481,3,1,13
8482,2,1,4
8483,1,1,6
8484,3,2,10
8485,4,1,8
8486,1,2,13
8487,2,1,26
8488,1,1,4
8489,1,1,9
8490,4,1,2
8491,4,1,2
8492,4,1,4
8493,2,1,6
8494,4,1,7
8495,3,1,4
8496,3,1,13
8497,2,1,12
8498,3,1,20
8499,2,1,28
8500,4,2,11
8501,1,1,6
8502,4,1,11
8503,3,1,16
8504,1,1,9
8505,3,1,4
8506,3,1,11
8507,2,2,14
8508,4,1,5
8509,2,1,4
8510,3,1,14
8511,3,1,24
8512,1,1,5
8513,2,1,14
8514,4,1,17
8515,3,1,15
8516,4,1,17
8517,3,1,9
8518,2,2,7
8519,3,1,18
8520,1,1,2
8521,4,1,4
8522,2,2,9
8523,3,1,11
8524,4,1,18
8525,1,1,3
8526,2,1,21
8527,3,1,16
8528,3,2,17
8529,2,1,4
8530,4,2,2
8531,3,1,28
8532,3,1,12
8533,4,1,2
8534,3,1,8
8535,4,1,3
8536,1,1,2
8537,3,1,1
8538,3,1,9
8539,2,1,18
8540,2,1,7
8541,3,1,21
8542,2,1,6
8543,3,1,25
8544,2,1,10
8545,4,1,9
8546,1,1,5
8547,1,1,9
8548,1,1,9
8549,1,1,6
8550,1,1,11
8551,3,2,25
8552,4,2,17
8553,3,1,15
8554,1,1,4
8555,4,1,5
8556,3,1,17
8557,1,1,6
8558,4,1,2
8559,4,1,5
8560,4,1,4
8561,4,1,1
8562,4,1,3
8563,1,1,4
8564,3,1,18
8565,4,1,2
8566,2,1,3
8567,3,1,20
8568,3,2,18
8569,2,1,10
8570,2,1,14
8571,3,1,15
8572,1,1,7
8573,4,1,10
8574,3,1,15
8575,4,1,24
8576,3,1,13
8577,1,1,3
8578,2,2,13
8579,3,1,10
8580,4,2,11
8581,2,1,12
8582,4,1,5
8583,3,1,3
8584,2,1,16
8585,2,1,0
8586,1,2,11
8587,4,1,23
8588,4,1,11
8589,2,1,1
8590,2,1,10
8591,4,1,1
8592,3,1,9
8593,3,1,13
8594,2,1,14
8595,1,2,10
8596,4,1,3
8597,2,1,8
8598,2,1,13
8599,2,2,17
8600,3,2,11
8601,4,1,13
8602,2,1,9
8603,3,1,12
8604,3,1,11
8605,3,1,8
8606,3,1,7
8607,1,1,3
8608,4,1,10
8609,4,1,1
8610,3,2,20
8611,3,1,9
8612,3,2,16
8613,4,1,21
8614,4,1,7
8615,4,1,4
8616,3,1,11
8617,3,1,28
8618,1,1,5
8619,3,1,17
8620,3,1,24
8621,3,1,8
8622,1,1,2
8623,4,1,11
8624,4,1,9
8625,3,1,11
8626,1,1,4
8627,2,2,8
8628,3,2,12
8629,4,1,5
8630,4,1,2
8631,2,1,7
8632,1,2,4
8633,1,1,5
8634,4,1,3
8635,1,1,12
8636,1,2,26
8637,1,1,7
8638,4,1,5
8639,2,1,9
8640,2,1,19
8641,1,1,3
8642,4,1,4
8643,2,1,6
8644,3,1,8
8645,4,2,11
8646,3,2,9
8647,3,1,14
8648,3,1,22
8649,3,2,23
8650,1,1,4
8651,1,1,3
8652,4,1,7
8653,4,1,3
8654,2,1,7
8655,3,1,9
8656,3,2,8
8657,1,1,8
8658,3,1,6
8659,4,1,15
8660,1,1,8
8661,3,1,6
8662,3,2,15
8663,4,1,1
8664,3,2,17
8665,4,1,4
8666,4,1,3
8667,3,1,19
8668,3,1,13
8669,3,1,9
8670,2,1,6
8671,3,1,8
8672,1,1,5
8673,3,2,28
8674,1,1,6
8675,1,1,7
8676,3,2,9
8677,2,1,11
8678,4,1,11
8679,4,1,8
8680,1,1,5
8681,3,2,3
8682,2,1,20
8683,3,1,2
8684,3,1,13
8685,3,1,7
8686,3,1,9
8687,2,1,3
8688,3,1,4
8689,4,1,12
8690,4,1,20
8691,4,1,8
8692,4,1,8
8693,3,1,12
8694,4,1,3
8695,1,1,6
8696,3,2,19
8697,3,1,11
8698,4,1,4
8699,1,1,10
8700,2,1,11
8701,4,1,12
8702,4,1,4
8703,3,1,3
8704,2,1,5
8705,1,1,2
8706,4,1,3
8707,3,1,19
8708,1,1,15
8709,2,1,10
8710,3,2,17
8711,2,1,14
8712,2,1,7
8713,2,2,13
8714,3,2,6
8715,2,1,16
8716,4,1,9
8717,2,2,12
8718,1,1,9
8719,1,1,16
8720,2,1,10
8721,2,1,18
8722,4,1,5
8723,3,1,8
8724,4,1,10
8725,3,2,5
8726,1,1,4
8727,2,1,7
8728,3,2,15
8729,3,1,15
8730,3,1,7
8731,1,1,4
8732,2,1,22
8733,2,2,10
8734,3,1,6
8735,2,2,28
8736,2,1,12
8737,4,1,5
8738,4,1,5
8739,2,1,2
8740,3,1,2
8741,4,2,4
8742,4,1,14
8743,3,1,5
8744,3,1,6
8745,4,2,9
8746,3,1,15
8747,3,1,16
8748,3,2,21
8749,2,1,12
8750,4,1,5
8751,1,1,7
8752,1,2,11
8753,2,1,3
8754,3,1,8
8755,2,1,7
8756,4,1,12
8757,4,1,9
8758,2,1,12
8759,4,1,1
8760,4,1,8
8761,3,1,13
8762,4,1,12
8763,2,1,17
8764,3,1,12
8765,4,1,3
8766,4,1,3
8767,3,1,4
8768,3,1,11
8769,3,1,16
8770,2,1,18
8771,1,1,19
8772,2,2,6
8773,2,1,4
8774,3,2,23
8775,3,1,18
8776,2,1,4
8777,1,1,18
8778,2,1,12
8779,1,1,5
8780,3,1,2
8781,3,1,29
8782,1,1,1
8783,3,1,10
8784,2,1,8
8785,4,1,9
8786,3,2,20
8787,2,2,5
8788,3,2,10
8789,1,1,10
8790,2,1,10
8791,1,1,4
8792,2,2,4
8793,4,1,9
8794,1,2,7
8795,4,1,6
8796,3,1,11
8797,2,1,32
8798,3,2,26
8799,4,2,7
8800,1,1,1
8801,2,1,2
8802,1,2,2
8803,3,1,11
8804,1,1,7
8805,4,1,5
8806,2,2,33
8807,2,1,6
8808,3,1,20
8809,2,1,12
8810,2,1,9
8811,3,1,11
8812,4,1,2
8813,4,1,5
8814,4,1,6
8815,1,1,16
8816,2,1,16
8817,3,1,22
8818,1,1,8
8819,2,1,11
8820,3,1,19
8821,1,1,8
8822,3,1,11
8823,3,1,6
8824,2,1,9
8825,3,2,15
8826,3,2,13
8827,4,1,4
8828,3,1,22
8829,2,1,6
8830,1,1,4
8831,3,2,16
8832,3,1,13
8833,1,1,6
8834,3,1,8
8835,4,1,5
8836,2,1,5
8837,3,1,6
8838,1,1,4
8839,2,2,17
8840,2,1,8
8841,2,2,7
8842,2,1,5
8843,1,1,7
8844,4,1,1
8845,3,2,7
8846,2,2,9
8847,1,2,11
8848,3,2,13
8849,2,2,4
8850,3,1,8
8851,3,1,11
8852,3,2,31
8853,1,1,16
8854,1,1,6
8855,2,1,14
8856,3,2,18
8857,1,1,1
8858,2,1,6
8859,2,1,4
8860,4,1,17
8861,1,2,6
8862,3,1,14
8863,3,1,8
8864,2,1,10
8865,4,1,1
8866,4,1,5
8867,3,1,14
8868,2,2,10
8869,2,2,19
8870,2,1,22
8871,4,1,10
8872,3,2,18
8873,3,1,10
8874,3,2,15
8875,1,2,14
8876,4,1,4
8877,3,1,9
8878,4,1,22
8879,2,1,34
8880,4,1,6
8881,1,1,7
8882,2,1,5
8883,2,1,11
8884,2,1,12
8885,3,1,2
8886,1,1,10
8887,2,1,12
8888,3,2,17
8889,3,1,15
8890,4,1,9
8891,4,1,20
8892,4,1,3
8893,2,1,16
8894,4,1,15
8895,3,2,18
8896,4,1,2
8897,2,1,17
8898,3,1,13
8899,2,2,11
8900,4,1,4
8901,2,1,17
8902,1,1,8
8903,4,2,32
8904,3,1,19
8905,4,1,6
8906,1,1,6
8907,3,1,13
8908,1,2,4
8909,2,1,7
8910,4,1,4
8911,4,1,7
8912,3,1,15
8913,2,1,14
8914,2,1,10
8915,3,1,29
8916,1,2,11
8917,3,2,13
8918,2,1,10
8919,4,1,31
8920,1,1,7
8921,1,1,4
8922,3,1,6
8923,3,2,22
8924,1,1,6
8925,2,1,3
8926,3,1,15
8927,1,1,3
8928,3,1,7
8929,2,1,8
8930,3,1,8
8931,4,2,7
8932,2,1,8
8933,4,1,10
8934,2,1,3
8935,4,1,6
8936,4,1,1
8937,4,1,5
8938,3,1,7
8939,3,1,21
8940,4,1,2
8941,4,1,17
8942,2,1,12
8943,1,1,4
8944,3,2,20
8945,1,1,1
8946,1,1,2
8947,2,1,10
8948,3,1,17
8949,3,2,38
8950,4,1,7
8951,4,1,13
8952,2,1,2
8953,1,1,6
8954,4,1,12
8955,2,1,19
8956,4,1,11
8957,3,2,13
8958,2,1,7
8959,3,2,18
8960,4,1,8
8961,3,2,19
8962,1,1,15
8963,3,2,26
8964,3,1,10
8965,2,1,3
8966,1,2,11
8967,3,1,38
8968,4,1,3
8969,3,1,15
8970,2,1,3
8971,3,1,3
8972,2,1,6
8973,2,1,2
8974,3,1,18
8975,3,2,27
8976,3,1,23
8977,1,1,11
8978,4,1,10
8979,1,1,5
8980,2,1,7
8981,2,2,15
8982,3,1,13
8983,2,1,7
8984,2,1,5
8985,4,2,10
8986,3,1,5
8987,3,1,5
8988,4,1,9
8989,2,2,11
8990,3,1,11
8991,3,1,21
8992,1,1,4
8993,4,1,8
8994,4,1,29
8995,3,1,15
8996,3,2,18
8997,3,1,6
8998,2,1,9
8999,2,2,9
9000,3,1,9
9001,4,1,7
9002,4,1,5
9003,4,1,6
9004,2,1,13
9005,1,1,9
9006,2,1,13
9007,4,1,14
9008,3,1,14
9009,3,1,12
9010,4,1,8
9011,4,1,4
9012,4,1,7
9013,3,2,13
9014,3,1,12
9015,4,1,13
9016,2,1,9
9017,3,1,22
9018,2,1,2
9019,3,1,12
9020,4,1,4
9021,2,1,12
9022,2,1,8
9023,3,2,18
9024,1,1,7
9025,2,1,6
9026,2,1,7
9027,2,1,7
9028,4,1,10
9029,2,1,12
9030,1,1,5
9031,3,1,21
9032,4,1,3
9033,1,1,24
9034,1,1,10
9035,4,2,6
9036,3,2,21
9037,3,1,16
9038,3,1,25
9039,2,1,7
9040,1,1,16
9041,3,1,23
9042,2,1,6
9043,4,1,6
9044,1,2,8
9045,4,1,6
9046,2,1,26
9047,3,1,10
9048,3,1,23
9049,4,2,10
9050,2,2,7
9051,2,1,10
9052,3,1,11
9053,3,2,42
9054,4,1,2
9055,4,1,3
9056,3,1,7
9057,1,1,11
9058,1,1,15
9059,4,1,4
9060,1,1,4
9061,2,1,7
9062,1,1,1
9063,4,1,6
9064,1,2,9
9065,2,2,29
9066,3,1,5
9067,4,1,8
9068,2,1,20
9069,3,1,13
9070,1,2,12
9071,3,1,6
9072,4,1,8
9073,4,1,4
9074,1,1,3
9075,1,1,7
9076,2,1,18
9077,3,2,8
9078,4,1,27
9079,1,1,15
9080,3,2,15
9081,4,1,1
9082,4,1,8
9083,2,1,15
9084,4,1,2
9085,3,2,18
9086,3,1,16
9087,4,1,4
9088,3,1,31
9089,3,1,28
9090,1,1,13
9091,3,1,8
9092,2,1,17
9093,3,1,19
9094,3,1,29
9095,1,2,10
9096,2,1,7
9097,4,1,6
9098,4,1,15
9099,1,2,10
9100,3,2,17
9101,3,1,16
9102,1,1,6
9103,4,1,8
9104,1,1,5
9105,1,1,4
9106,2,2,7
9107,4,1,4
9108,3,1,19
9109,2,1,27
9110,4,1,10
9111,4,1,2
9112,1,1,2
9113,3,1,10
9114,4,2,10
9115,4,1,4
9116,4,1,6
9117,1,1,12
9118,3,1,20
9119,1,1,6
9120,2,1,3
9121,2,1,12
9122,2,1,9
9123,4,1,16
9124,2,2,4
9125,4,1,6
9126,1,1,20
9127,2,1,6
9128,2,1,72
9129,3,1,13
9130,4,1,10
9131,4,1,2
9132,4,1,11
9133,3,1,8
9134,1,1,3
9135,2,2,37
9136,3,1,31
9137,3,1,8
9138,4,1,10
9139,2,1,10
9140,2,1,2
9141,3,1,19
9142,4,2,11
9143,4,1,6
9144,2,1,11
9145,3,1,18
9146,3,1,17
9147,3,1,17
9148,3,1,5
9149,4,2,13
9150,1,1,12
9151,1,1,13
9152,4,1,2
9153,1,1,5
9154,4,2,9
9155,4,1,6
9156,2,1,5
9157,3,2,9
9158,3,1,7
9159,3,2,10
9160,4,1,1
9161,4,1,5
9162,1,1,5
9163,2,2,16
9164,4,1,10
9165,2,1,4
9166,4,1,5
9167,3,1,13
9168,3,2,45
9169,4,1,4
9170,1,1,9
9171,1,2,8
9172,3,1,8
9173,4,1,4
9174,4,1,4
9175,1,2,15
9176,4,2,43
9177,4,1,6
9178,2,1,15
9179,3,1,7
9180,3,1,8
9181,2,1,34
9182,3,1,11
9183,1,2,5
9184,4,1,3
9185,3,1,12
9186,4,1,1
9187,3,1,12
9188,2,1,10
9189,4,1,5
9190,1,1,12
9191,3,1,17
9192,2,1,10
9193,3,2,17
9194,1,1,6
9195,4,1,6
9196,2,1,7
9197,2,2,22
9198,3,1,53
9199,3,1,1
9200,3,2,11
9201,2,1,4
9202,4,1,15
9203,3,1,29
9204,2,2,21
9205,4,1,12
9206,2,1,11
9207,4,1,6
9208,1,1,5
9209,3,1,12
9210,2,1,19
9211,2,2,13
9212,1,1,6
9213,3,1,10
9214,2,1,1
9215,4,1,5
9216,1,1,9
9217,4,1,9
9218,4,1,26
9219,2,2,15
9220,2,1,10
9221,2,1,5
9222,1,1,22
9223,2,1,12
9224,3,1,24
9225,2,1,13
9226,3,1,14
9227,3,1,15
9228,3,1,12
9229,1,1,3
9230,4,1,7
9231,1,1,3
9232,2,2,8
9233,4,1,2
9234,1,1,6
9235,1,1,6
9236,2,1,6
9237,1,1,7
9238,2,1,2
9239,3,1,12
9240,3,2,8
9241,3,1,28
9242,3,1,5
9243,1,1,5
9244,4,1,3
9245,3,1,14
9246,1,1,1
9247,2,1,9
9248,4,1,12
9249,4,1,8
9250,1,1,4
9251,1,1,22
9252,1,1,7
9253,3,1,23
9254,2,1,10
9255,3,2,31
9256,2,2,25
9257,2,2,15
9258,3,1,4
9259,2,2,26
9260,1,1,0
9261,2,1,3
9262,1,1,6
9263,4,1,5
9264,1,1,3
9265,3,1,9
9266,2,2,7
9267,3,1,13
9268,3,1,13
9269,3,1,13
9270,3,1,2
9271,1,1,6
9272,3,1,24
9273,4,2,2
9274,3,2,7
9275,2,2,15
9276,2,2,5
9277,1,1,7
9278,3,2,17
9279,3,1,16
9280,3,2,15
9281,4,1,7
9282,4,1,5
9283,2,1,21
9284,1,1,7
9285,2,1,54
9286,3,1,9
9287,4,1,19
9288,3,2,19
9289,4,1,8
9290,3,1,11
9291,3,2,4
9292,3,2,19
9293,2,1,6
9294,1,1,5
9295,2,2,14
9296,3,2,15
9297,2,1,2
9298,4,1,3
9299,4,1,5
9300,2,1,3
9301,1,1,12
9302,3,2,15
9303,3,1,20
9304,4,1,4
9305,1,1,7
9306,4,1,3
9307,3,1,15
9308,4,1,5
9309,1,1,4
9310,3,1,12
9311,1,2,19
9312,3,1,14
9313,3,2,8
9314,2,2,18
9315,4,1,4
9316,1,1,15
9317,3,1,21
9318,4,1,0
9319,1,1,2
9320,2,1,6
9321,2,1,14
9322,4,1,7
9323,3,1,18
9324,4,2,54
9325,2,1,19
9326,2,2,7
9327,4,1,15
9328,4,1,1
9329,2,1,3
9330,3,1,16
9331,2,1,14
9332,3,1,23
9333,3,2,22
9334,2,1,7
9335,3,2,14
9336,4,1,4
9337,1,2,17
9338,4,1,5
9339,2,1,7
9340,1,1,4
9341,3,1,6
9342,4,1,15
9343,3,2,13
9344,3,1,4
9345,4,1,1
9346,1,1,0
9347,3,2,21
9348,2,2,25
9349,1,2,14
9350,4,1,7
9351,3,1,12
9352,2,1,4
9353,3,2,14
9354,1,2,21
9355,4,2,29
9356,2,1,9
9357,3,1,36
9358,1,1,10
9359,2,1,7
9360,1,1,6
9361,3,1,11
9362,4,2,15
9363,4,1,11
9364,3,1,26
9365,4,1,2
9366,1,1,4
9367,1,1,2
9368,3,1,8
9369,4,1,8
9370,4,1,42
9371,2,1,9
9372,3,2,7
9373,1,1,6
9374,3,1,14
9375,1,1,8
9376,3,2,6
9377,1,1,4
9378,3,1,12
9379,3,1,10
9380,4,1,9
9381,1,2,5
9382,3,1,8
9383,1,1,5
9384,3,2,22
9385,3,2,29
9386,4,1,3
9387,3,1,13
9388,1,1,5
9389,2,2,11
9390,3,1,8
9391,3,1,26
9392,2,1,3
9393,1,1,3
9394,1,1,14
9395,2,1,10
9396,3,2,13
9397,2,2,8
9398,4,1,6
9399,1,1,5
9400,4,2,22
9401,4,1,12
9402,4,1,8
9403,1,1,5
9404,3,2,9
9405,2,1,3
9406,4,2,6
9407,1,1,7
9408,2,1,7
9409,3,2,19
9410,1,1,2
9411,1,1,15
9412,2,1,9
9413,4,1,6
9414,3,2,15
9415,4,1,6
9416,2,1,5
9417,3,2,13
9418,4,1,0
9419,1,1,3
9420,1,2,9
9421,1,1,21
9422,2,2,39
9423,4,1,6
9424,4,1,21
9425,2,2,10
9426,2,1,4
9427,2,1,12
9428,1,1,5
9429,2,1,13
